signal_time,direction,leg1_r,leg2_r,total_r,exit_reason,is_win,session,dow,hour_utc,month,quarter,atr15,atr_trailing_pct,vol_regime
2026-01-20 08:00:00+00:00,bullish,0.11565277731882742,0.9252222185506707,0.520437497934749,both_targets,True,Asia/London overlap,Tuesday,8,2026-01,2026Q1,0.0005828571428570914,0.6901116013495977,high
2026-01-21 01:25:00+00:00,bullish,0.011995750077140573,0.4762312780614526,0.2441135140692966,both_targets,True,Asia,Wednesday,1,2026-01,2026Q1,0.00036285714285718855,0.297311271975181,low
2026-01-26 14:20:00+00:00,bullish,1.5184854021689265,3.837033005480283,2.6777592038246048,both_targets,True,London/NY overlap,Monday,14,2026-01,2026Q1,0.0006867857142858044,0.8001038421599169,high
2026-01-27 09:55:00+00:00,bullish,0.42661170578190805,0.6639629457260111,0.5452873257539596,both_targets,True,London,Tuesday,9,2026-01,2026Q1,0.000630714285714294,0.7279335410176532,high
2026-01-30 11:55:00+00:00,bullish,-1.0,-1.0,-1.0,stop_before_target1,False,London,Friday,11,2026-01,2026Q1,0.001096785714285699,0.9426735853718804,high
2026-01-30 16:00:00+00:00,bearish,0.007944434356326222,0.34478845106222955,0.1763664427092779,both_targets,True,London/NY overlap,Friday,16,2026-01,2026Q1,0.0014185714285714912,0.9804841897233202,high
2026-02-02 12:15:00+00:00,bearish,0.22750722245147917,0.24773008666939414,0.23761865456043665,both_targets,True,London,Monday,12,2026-02,2026Q1,0.0007785714285714539,0.8006747988580327,high
2026-02-09 09:05:00+00:00,bullish,0.05792896959888874,0.5877512308743797,0.32284010023663423,both_targets,True,London,Monday,9,2026-02,2026Q1,0.0009182142857143218,0.872533748701973,high
2026-02-17 04:00:00+00:00,bearish,0.06459360384273898,0.08229048160791277,0.07344204272532587,both_targets,True,Asia,Tuesday,4,2026-02,2026Q1,0.0003571428571428654,0.1897222943161173,low
2026-02-17 07:25:00+00:00,bearish,0.0023965489694995528,0.1717526761463682,0.08707461255793388,both_targets,True,Asia,Tuesday,7,2026-02,2026Q1,0.00034000000000005456,0.16303219106957426,low
2026-02-24 04:00:00+00:00,bearish,0.18018971049752944,0.032088578581637696,0.10613914453958356,both_targets,True,Asia,Tuesday,4,2026-02,2026Q1,0.0005564285714285371,0.5141907440552288,medium
2026-03-02 06:00:00+00:00,bearish,0.27246754740864443,0.24830786340193253,0.2603877054052885,both_targets,True,Asia,Monday,6,2026-03,2026Q1,0.0005021428571428162,0.4273027150469424,medium
2026-03-02 15:40:00+00:00,bearish,0.04196101686176879,0.5734672304439864,0.3077141236528776,both_targets,True,London/NY overlap,Monday,15,2026-03,2026Q1,0.0012671428571428,0.9527519477255592,high
2026-03-02 20:15:00+00:00,bearish,0.14462851651888756,0.6205290541145048,0.38257878531669615,both_targets,True,New York,Monday,20,2026-03,2026Q1,0.0009653571428571547,0.864432216108054,high
2026-03-03 04:50:00+00:00,bearish,0.03369147646732683,0.082996076175602,0.05834377632146441,both_targets,True,Asia,Tuesday,4,2026-03,2026Q1,0.0006424999999999745,0.614481897627965,medium
2026-03-03 14:15:00+00:00,bearish,0.15017565595884433,0.3964363440737446,0.27330600001629446,both_targets,True,London/NY overlap,Tuesday,14,2026-03,2026Q1,0.0010767857142857265,0.9013979031452821,high
2026-03-04 00:05:00+00:00,bearish,0.023544005772086693,0.3830331261629472,0.20328856596751696,both_targets,True,Asia,Wednesday,0,2026-03,2026Q1,0.0004525000000000144,0.3120019920318725,low
2026-03-08 21:05:00+00:00,bearish,1.7364695989347951,0.0915652519212562,0.9140174254280257,both_targets,True,New York,Sunday,21,2026-03,2026Q1,0.0009292857142856802,0.8016961835869294,high
2026-03-13 08:00:00+00:00,bearish,0.031231631056003278,0.5175527432136617,0.2743921871348325,both_targets,True,Asia/London overlap,Friday,8,2026-03,2026Q1,0.0007092857142856822,0.6028537455410226,medium
2026-03-18 20:00:00+00:00,bearish,0.6538647109910253,0.04525716491359987,0.3495609379523126,both_targets,True,New York,Wednesday,20,2026-03,2026Q1,0.001121428571428654,0.854775828460039,high
2026-03-19 20:00:00+00:00,bullish,0.7490449948560006,0.23590704712123656,0.4924760209886186,both_targets,True,New York,Thursday,20,2026-03,2026Q1,0.0015253571428571755,0.9688095238095238,high
2026-03-23 14:00:00+00:00,bullish,0.4808172729433473,0.47402606852325957,0.47742167073330344,both_targets,True,London/NY overlap,Monday,14,2026-03,2026Q1,0.003574642857142834,0.9997511199601792,high
2026-03-27 10:40:00+00:00,bearish,0.010232089782543915,0.07389842620717185,0.042065257994857885,both_targets,True,London,Friday,10,2026-03,2026Q1,0.0006292857142857608,0.4456315289648623,medium
2026-03-27 20:35:00+00:00,bearish,0.5840964536999343,0.950394229749329,0.7672453417246317,both_targets,True,New York,Friday,20,2026-03,2026Q1,0.0006010714285714012,0.4140550807217474,medium
2026-03-30 23:05:00+00:00,bearish,0.6151683732783214,0.6059730313758267,0.6105707023270741,both_targets,True,Off-session (22:00-00:00 UTC gap),Monday,23,2026-03,2026Q1,0.0003753571428571594,0.10395424023874658,low
2026-04-08 00:00:00+00:00,bullish,0.7913576124234346,0.026958711246863044,0.4091581618351488,both_targets,True,Asia,Wednesday,0,2026-04,2026Q2,0.001570357142857169,0.979187314172448,high
2026-04-09 15:20:00+00:00,bullish,0.12269449866550108,0.1883065300374182,0.15550051435145965,both_targets,True,London/NY overlap,Thursday,15,2026-04,2026Q2,0.0008110714285714447,0.640829954686382,medium
2026-04-10 03:35:00+00:00,bullish,-1.0,-1.0,-1.0,stop_before_target1,False,Asia,Friday,3,2026-04,2026Q2,0.000375357142857096,0.12298578199052132,low
2026-04-10 13:00:00+00:00,bullish,0.7942492688255293,0.08550923805158377,0.4398792534385565,both_targets,True,London/NY overlap,Friday,13,2026-04,2026Q2,0.0006560714285714285,0.5068752963489805,medium
2026-04-16 02:35:00+00:00,bullish,0.27545252915535556,0.14023037847899306,0.2078414538171743,both_targets,True,Asia,Thursday,2,2026-04,2026Q2,0.0003835714285714355,0.14611650485436894,low
2026-05-01 06:50:00+00:00,bullish,0.3441403135798242,1.320754716981693,0.8324475152807587,both_targets,True,Asia,Friday,6,2026-05,2026Q2,0.00027571428571422044,0.02781740370898716,low
2026-05-01 11:15:00+00:00,bullish,0.12070143475297332,0.4167615577316782,0.2687314962423258,both_targets,True,London,Friday,11,2026-05,2026Q2,0.0006050000000000935,0.423342048966009,medium
2026-05-01 14:05:00+00:00,bullish,0.5634164134713232,0.7093210623781978,0.6363687379247605,both_targets,True,London/NY overlap,Friday,14,2026-05,2026Q2,0.0007496428571428991,0.5898716119828816,medium
